repoId,R_name,R_createdAt,R_age,R_commits,R_forks,R_stars,R_pullRequests,R_issues,R_securityIssues,R_ratioSecurityIssues,R_timeUntilFirstIssue,R_timeUntilFirstSecurityIssue,R_meanIssueInterval,R_meanSecurityIssueInterval
MDEwOlJlcG9zaXRvcnkxMTc2OTI3Nw==,searchisko,7/30/2013 16:06:40,2445.3287037037,1216,13,20,51,249,15,.0602409638554217,.979166666666667,407.701388888889,7.3854575981561,20.9484341931217
MDEwOlJlcG9zaXRvcnkxMTc4ODQ3NDE=,FirefoxReality,1/17/2018 19:47:04,813.175648148148,1662,95,462,1433,1601,2,.00124921923797626,72.2638888888889,196.060416666667,.452959761623325,343.060439814815
MDEwOlJlcG9zaXRvcnkxMTI3NjEwNQ==,server,7/9/2013 7:41:42,2466.679375,1624,19,31,255,34,1,.0294117647058824,28.3375,467.272222222222,18.8140766059028, 
MDEwOlJlcG9zaXRvcnkxMTU2OTYzMDc=,EnchantmentsEnhance,12/29/2017 6:57:56,832.709768518519,751,15,28,85,115,1,.00869565217391304,75.2847222222222,493.189583333333,6.49857147246804, 
MDEwOlJlcG9zaXRvcnkxMTY5NTYxOQ==,exist,7/26/2013 21:53:48,2449.08763888889,20540,148,271,2210,1108,10,.00902527075812274,5.40069444444444,1772.45625,2.21161784876262,56.2286419753086
MDEwOlJlcG9zaXRvcnkxMTYzNjMwMg==,arsnova-backend,7/24/2013 14:10:57,2451.4090625,2674,40,26,32,39,2,.0512820512820513,5.93194444444444,1074.24791666667,63.4212381044239,1.07673611111111
MDEwOlJlcG9zaXRvcnkxMzA0MDk1Mw==,rome,9/23/2013 16:35:35,2390.30862268519,669,140,605,106,331,3,.00906344410876133,6.96111111111111,487.269444444444,6.64183302185978,641.583321759259
MDEwOlJlcG9zaXRvcnkxMzg4OTA1ODk=,datahelix,6/27/2018 14:10:09,652.409618055556,6112,27,39,929,710,18,.0253521126760563,7.89236111111111,560.924305555556,.819369707080453,3.22849673202614
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,quarkus,7/6/2018 0:44:20,643.969212962963,10759,764,4259,4585,3575,81,.0226573426573427,62.7541666666667,202.697916666667,.161517804126772,5.29742390046296
MDEwOlJlcG9zaXRvcnkxMzMxMzQwMDc=,openapi-generator,5/12/2018 9:57:56,698.584768518519,13716,1737,4822,3308,2395,6,.00250521920668058,.185416666666667,87.5784722222222,.285342690497239,72.1843819444444
MDEwOlJlcG9zaXRvcnkxMzQ4OTg4MDQ=,NNAnalytics,5/25/2018 19:51:45,685.172395833333,138,50,79,143,152,4,.0263157894736842,.0902777777777778,11.1013888888889,4.18202688019652,89.9848572530864
MDEwOlJlcG9zaXRvcnkxMzQ5NjgyNA==,yarg,10/11/2013 11:00:25,2372.54137731481,434,63,204,19,109,1,.00917431192660551,250.783333333333,1928.17152777778,19.6101291536864, 
MDEwOlJlcG9zaXRvcnkxMzQyMzY0Njc=,tessera,5/21/2018 7:50:46,689.673078703704,4965,57,107,803,222,10,.045045045045045,44.0020833333333,352.039583333333,2.96793844347902,34.2680324074074
MDEwOlJlcG9zaXRvcnkxMzU1Nzk2Nzc=,egeria,5/31/2018 12:18:34,679.487106481482,8001,94,183,1491,1291,29,.0224632068164214,6.85277777777778,190.054166666667,.519669895658942,15.9690963955026
MDEwOlJlcG9zaXRvcnkxMzU2MzA2MTI=,CloudNet,5/31/2018 20:11:20,679.158796296296,675,20,25,200,52,1,.0192307692307692,23.7555555555556,370.965277777778,12.7643395833333, 
MDEwOlJlcG9zaXRvcnkxMzY5MjgyNDI=,ict,6/11/2018 13:12:12,668.449861111111,346,14,30,20,56,3,.0535714285714286,195.990972222222,263.282638888889,2.42596688034188,9.39835648148148
MDEwOlJlcG9zaXRvcnkxNDg0NzMyMTE=,devon4j,9/12/2018 11:59:38,575.50025462963,0,39,30,116,110,15,.136363636363636,8.13402777777778,41.1048611111111,5.48714268124507,35.4180315806878
MDEwOlJlcG9zaXRvcnkxNDMyOTE5ODk=,uyuni,8/2/2018 12:31:20,616.478240740741,68171,50,96,1936,126,1,.00793650793650794,28.0763888888889,117.227083333333,4.60468236633811, 
MDEwOlJlcG9zaXRvcnkxNDY0MDE5Mw==,Android-IMSI-Catcher-Detector,11/23/2013 10:04:14,2329.58039351852,2374,785,3709,345,619,7,.0113085621970921,21.5555555555556,362.979166666667,3.73055188064497,62.4265547839506
MDEwOlJlcG9zaXRvcnkxNDYyODU4Mjc=,helidon,8/27/2018 11:03:52,591.538981481482,1080,273,1891,922,660,41,.0621212121212121,14.7493055555556,185.247916666667,.905143027837707,9.64492795138889
MDEwOlJlcG9zaXRvcnkxNDYzMTc3NQ==,http-script-generator,11/22/2013 23:05:08,2330.03810185185,79,56,225,1,27,1,.037037037037037,21.0805555555556,1115.72569444444,88.731924537037, 
MDEwOlJlcG9zaXRvcnkxNjE2MjE4NA==,carbon-kernel,1/23/2014 4:23:41,2268.81688657407,2548,497,75,2314,329,1,.00303951367781155,542.677083333333,1483.32569444444,5.14570746970212, 
MDEwOlJlcG9zaXRvcnkxNjgxOTA5ODU=,arcusplatform,1/29/2019 16:49:10,436.299189814815,669,43,66,133,64,1,.015625,62.9368055555556,233.602083333333,5.61611484468339, 
MDEwOlJlcG9zaXRvcnkxNjI0ODY2MDA=,sql,12/19/2018 20:20:57,477.152118055556,177,60,242,179,215,1,.00465116279069767,80.1881944444444,188.924305555556,1.7797647148322, 
MDEwOlJlcG9zaXRvcnkxNjQ0NjA5OQ==,cryptomator,2/2/2014 0:43:47,2258.96959490741,2075,352,3805,71,983,7,.00712105798575788,325.570138888889,676.914583333333,1.96220219610636,126.445885416667
MDEwOlJlcG9zaXRvcnkxNTc1OTU2,bookkeeper,4/6/2011 7:00:07,3291.70825231481,2243,346,904,1523,770,7,.00909090909090909,2242.04652777778,2301.69861111111,1.35431702330612,146.734523533951
MDEwOlJlcG9zaXRvcnkxNTE3MzU2Mw==,ddf,12/13/2013 20:38:28,2309.1399537037,10834,183,104,5308,629,14,.0222575516693164,1735.03611111111,1873.00902777778,.906698146640125,27.6099172008547
MDEwOlJlcG9zaXRvcnkxNTEzNDQxNA==,jqm,12/12/2013 11:36:05,2310.5166087963,1274,20,76,40,354,11,.0310734463276836,8.07916666666667,27.1319444444444,6.66405481779294,101.187993055556
MDEwOlJlcG9zaXRvcnkxNTIzNzI2OQ==,kura,12/16/2013 21:07:20,2306.11990740741,2936,231,323,1446,1258,2,.00158982511923688,156.536805555556,1847.69027777778,1.69655596133983,206.942395833333
MDEwOlJlcG9zaXRvcnkxNTQ1MjA=,vraptor,3/19/2009 20:02:31,4039.16491898148,3448,218,387,199,455,1,.0021978021978022,66.9361111111111,456.958333333333,7.17186613420816, 
MDEwOlJlcG9zaXRvcnkxNzIyNDUxNA==,ehcache3,2/26/2014 20:39:16,2234.13939814815,4385,483,1484,1716,1037,1,.000964320154291225,.0145833333333333,1822.28611111111,2.14155959250313, 
MDEwOlJlcG9zaXRvcnkxNzMyMjg0MzY=,ghidra,3/1/2019 3:27:48,405.855694444444,2489,2616,20111,322,1346,3,.00222882615156018,4.85,6.81944444444444,.286005978500856,102.292100694444
MDEwOlJlcG9zaXRvcnkxNzY2MjAyMg==,bisq,3/12/2014 9:42:29,2220.59549768519,10822,1012,3034,1870,2197,17,.00773782430587164,90.1958333333333,90.4930555555556,.96894038528547,123.540894097222
MDEwOlJlcG9zaXRvcnkxNzYyMDY4MDU=,micro-integrator,3/18/2019 4:53:55,388.795891203704,2479,66,61,979,315,2,.00634920634920635,1.16388888888889,190.406944444444,1.18616230413105,1.18603009259259
MDEwOlJlcG9zaXRvcnkxODIyMjk3Mg==,oxTrust,3/28/2014 18:53:26,2204.21289351852,3971,41,75,598,1329,7,.00526711813393529,241.544444444444,1281.30486111111,1.46943302807918,131.438605324074
MDEwOlJlcG9zaXRvcnkxODM2NDY2NjU=,ananas-desktop,4/26/2019 14:51:31,349.380891203704,332,25,509,58,70,1,.0142857142857143,4.1,125.241666666667,3.69271139705882, 
MDEwOlJlcG9zaXRvcnkxODUyNjcyNjE=,singleton,5/6/2019 20:30:32,339.145462962963,198,34,36,287,193,8,.0414507772020725,84.5145833333333,94.2506944444444,1.28778985507246,29.4280373677249
MDEwOlJlcG9zaXRvcnkxOTA2OTU4NA==,esigate,4/23/2014 12:56:05,2178.46105324074,1681,22,21,140,77,1,.012987012987013,33.2847222222222,1640.10763888889,26.8218304012346, 
MDEwOlJlcG9zaXRvcnkxOTA4MjcxNQ==,android_packages_apps_GmsCore,4/23/2014 19:28:47,2178.18834490741,464,278,2412,130,902,1,.00110864745011086,66.8513888888889,800.061805555556,2.326661406893, 
MDEwOlJlcG9zaXRvcnkxOTc1MzE5NQ==,openhab-addons,5/13/2014 19:41:58,2158.17918981481,4304,2341,1278,4585,2626,3,.00114242193450114,63.9652777777778,874.706944444445,.792159134248665,358.34755787037
MDEwOlJlcG9zaXRvcnkxOTczMDQ1Ng==,ethereumj,5/13/2014 7:50:14,2158.67344907407,5247,1040,2054,626,563,3,.00532859680284192,16.6263888888889,814.402777777778,3.57364533641423,372.943721064815
MDEwOlJlcG9zaXRvcnkxOTEyOTA5NzM=,turms,6/11/2019 4:01:39,303.8321875,357,15,79,0,269,7,.0260223048327138,108.834722222222,143.885416666667,.681865953597276,22.9207349537037
MDEwOlJlcG9zaXRvcnkxOTM1MTQ4MA==,ontrack,5/1/2014 17:08:33,2170.28572916667,8690,21,80,18,745,8,.010738255033557,47.6965277777778,826.632638888889,2.86054612016908,189.342242063492
MDEwOlJlcG9zaXRvcnkxOTM2OTAzNQ==,teammates,5/2/2014 7:43:00,2169.67847222222,17265,2083,986,4021,5975,34,.00569037656903766,.0111111111111111,.213194444444444,.361172818072702,54.6564793771044
MDEwOlJlcG9zaXRvcnkxOTMyMTg3Ng==,bw6-plugin-maven,4/30/2014 17:38:23,2171.26501157407,306,59,49,74,347,50,.144092219020173,586.193055555556,1875.23888888889,5.29322349693443,4.81772510393046
MDEwOlJlcG9zaXRvcnkyMDI3NTU0NQ==,guice,5/28/2014 23:18:53,2143.02855324074,1750,1332,9132,228,1079,1,.00092678405931418,39.7715277777778,39.7888888888889,1.93649911663056, 
MDEwOlJlcG9zaXRvcnkyMDIzNjEyNzk=,FHIR,8/14/2019 13:56:12,239.419305555556,3338,21,39,498,348,1,.0028735632183908,15.2548611111111,164.072222222222,.598319551487904, 
MDEwOlJlcG9zaXRvcnkyMDUxNzM0NQ==,oasp4j,6/5/2014 8:20:28,2135.6524537037,1024,318,61,244,455,34,.0747252747252747,12.3027777777778,13.2326388888889,3.8905007164903,44.1535209736251
MDEwOlJlcG9zaXRvcnkyMTA1Mjc0NA==,spring-session,6/20/2014 21:16:58,2120.11321759259,1245,860,1459,303,1303,2,.00153491941673062,6.05208333333333,1032.80069444444,1.61191309650997,22.1222222222222
MDEwOlJlcG9zaXRvcnkyMTUzOTQzOTA=,aws-athena-query-federation,10/15/2019 20:51:45,177.130729166667,108,29,95,73,57,1,.0175438596491228,14.7673611111111,83.96875,2.57695475589226, 
MDEwOlJlcG9zaXRvcnkyMzA2NTY5MQ==,Cardshifter,8/18/2014 9:30:30,2061.60381944444,1991,19,60,62,388,8,.0206185567010309,9.44444444444444,19.5048611111111,3.61489137471905,193.998295304233
MDEwOlJlcG9zaXRvcnkyMzg1NzQ2Mw==,esapi-java-legacy,9/10/2014 2:12:29,2038.90799768519,1644,242,364,93,448,19,.0424107142857143,64.6076388888889,64.6208333333333,4.47081597222222,97.0752809927983
MDEwOlJlcG9zaXRvcnkyNjcyMjY5MA==,restheart,11/16/2014 18:01:01,1971.24929398148,2654,147,594,61,319,2,.00626959247648903,17.9909722222222,207.093055555556,6.0910930907173,61.4516319444445
MDEwOlJlcG9zaXRvcnkyNjE4MTI3OA==,google-cloud-java,11/4/2014 17:57:16,1983.25189814815,4851,928,1403,4964,2068,2,.000967117988394584,93.9284722222222,1560.54583333333,.898436059546228,58.0424421296296
MDEwOlJlcG9zaXRvcnkyNjkwNTU3OQ==,Umbrella_android,11/20/2014 9:39:45,1967.59739583333,983,42,124,178,57,3,.0526315789473684,321.279861111111,537.140972222222,26.699900637666,.00200810185185185
MDEwOlJlcG9zaXRvcnkyNTQ1OTQwMA==,pinpoint,10/20/2014 9:27:22,1998.60599537037,11064,3055,10070,4007,2623,4,.00152497140678612,.801388888888889,402.059722222222,.75602594573183,516.958240740741
MDEwOlJlcG9zaXRvcnkyNzg0Nzgy,suite,11/16/2011 1:29:50,3067.93761574074,8225,204,197,435,674,1,.00148367952522255,12.7881944444444,954.701388888889,3.97557413952271, 
MDEwOlJlcG9zaXRvcnkyNzQ2MDQzNg==,ApplicationInsights-Java,12/3/2014 0:13:22,1954.99071759259,2114,118,130,813,405,4,.00987654320987654,20.9270833333333,1498.72986111111,4.77803070023149,16.9971219135802
MDEwOlJlcG9zaXRvcnkyNzU3ODI4NQ==,gngr,12/5/2014 6:36:53,1952.72438657407,819,52,223,49,204,30,.147058823529412,0,14.41875,10.7888424587883,31.851402458493
MDEwOlJlcG9zaXRvcnkyODgzNjY3OA==,Gadgetbridge,1/5/2015 23:19:03,1921.0284375,5155,620,3490,380,1355,1,.000738007380073801,31.7958333333333,1378.9125,1.30421422901098, 
MDEwOlJlcG9zaXRvcnkyODk0MjMzMg==,adempiere,1/8/2015 1:15:53,1918.94730324074,14874,591,466,808,2276,22,.00966608084358524,111.766666666667,371.519444444444,.794052564687414,69.1960962301587
MDEwOlJlcG9zaXRvcnkyOTQ4OTQ5,BroadleafCommerce,12/9/2011 17:53:52,3044.25425925926,9146,1068,1341,870,1407,1,.000710732054015636,475.039583333333,1552.96527777778,1.8093153173191, 
MDEwOlJlcG9zaXRvcnkzMDc0NzY=,twilio-java,9/15/2009 6:04:28,3859.74689814815,1867,323,344,301,218,1,.00458715596330275,693.772916666667,3408.72361111111,14.4075176290295, 
